long_name,frases,embedding_index
fabricio orosman formiliano duarte,fabricio orosman formiliano duarte pertenece al club newell's old boys,23468
fabricio orosman formiliano duarte,fabricio orosman formiliano duarte juega con la camiseta número 15,23469
emiliano romero clavijo,emiliano romero clavijo juega como mediocampista central en atletico rafaela,23470
emiliano romero clavijo,emiliano romero clavijo nació el 1992-09-30,23471
emiliano romero clavijo,Mide 180 cm y pesa 70 kg,23472
emiliano romero clavijo,Su pierna hábil es la derecha,23473
emiliano romero clavijo,Su posición principal en el club es mediocentro izquierdo,23474
emiliano romero clavijo,Es de nacionalidad uruguay,23475
emiliano romero clavijo,Su número en el club es 15,23476
emiliano romero clavijo,En la selección juega como no convocado,23477
emiliano romero clavijo,emiliano romero clavijo pertenece al club atletico rafaela,23478
emiliano romero clavijo,emiliano romero clavijo juega con la camiseta número 15,23479
gabriel nicolas benegas,gabriel nicolas benegas juega como delantero en quilmes,23480
gabriel nicolas benegas,gabriel nicolas benegas nació el 1996-03-01,23481
gabriel nicolas benegas,Mide 185 cm y pesa 80 kg,23482
gabriel nicolas benegas,Su pierna hábil es la derecha,23483
gabriel nicolas benegas,Su posición principal en el club es suplente,23484
gabriel nicolas benegas,Es de nacionalidad argentina,23485
gabriel nicolas benegas,Su número en el club es 11,23486
gabriel nicolas benegas,En la selección juega como no convocado,23487
gabriel nicolas benegas,gabriel nicolas benegas pertenece al club quilmes,23488
gabriel nicolas benegas,gabriel nicolas benegas juega con la camiseta número 11,23489
ivan arturo torres riveros,"ivan arturo torres riveros juega como mediocampista izquierdo, lateral izquierdo en colon",23490
ivan arturo torres riveros,ivan arturo torres riveros nació el 1991-02-27,23491
ivan arturo torres riveros,Mide 178 cm y pesa 76 kg,23492
ivan arturo torres riveros,Su pierna hábil es la izquierda,23493
ivan arturo torres riveros,Su posición principal en el club es mediocampista izquierdo,23494
ivan arturo torres riveros,Es de nacionalidad paraguay,23495
ivan arturo torres riveros,Su número en el club es 22,23496
ivan arturo torres riveros,En la selección juega como no convocado,23497
ivan arturo torres riveros,ivan arturo torres riveros pertenece al club colon,23498
ivan arturo torres riveros,ivan arturo torres riveros juega con la camiseta número 22,23499
luciano german vella,luciano german vella juega como lateral derecho en arsenal de sarandi,23500
luciano german vella,luciano german vella nació el 1981-04-13,23501
luciano german vella,Mide 175 cm y pesa 71 kg,23502
luciano german vella,Su pierna hábil es la derecha,23503
luciano german vella,Su posición principal en el club es suplente,23504
luciano german vella,Es de nacionalidad argentina,23505
luciano german vella,Su número en el club es 29,23506
luciano german vella,En la selección juega como no convocado,23507
luciano german vella,luciano german vella pertenece al club arsenal de sarandi,23508
luciano german vella,luciano german vella juega con la camiseta número 29,23509
cristian ezequiel llama,"cristian ezequiel llama juega como extremo izquierdo, mediocampista izquierdo, mediocampista ofensivo, mediocampista central en aldosivi",23510
cristian ezequiel llama,cristian ezequiel llama nació el 1986-06-26,23511
cristian ezequiel llama,Mide 179 cm y pesa 72 kg,23512
cristian ezequiel llama,Su pierna hábil es la izquierda,23513
cristian ezequiel llama,Su posición principal en el club es suplente,23514
cristian ezequiel llama,Es de nacionalidad argentina,23515
cristian ezequiel llama,Su número en el club es 99,23516
cristian ezequiel llama,En la selección juega como no convocado,23517
cristian ezequiel llama,cristian ezequiel llama pertenece al club aldosivi,23518
cristian ezequiel llama,cristian ezequiel llama juega con la camiseta número 99,23519
gonzalo martin klusener,gonzalo martin klusener juega como delantero en talleres cordoba,23520
gonzalo martin klusener,gonzalo martin klusener nació el 1983-10-21,23521
gonzalo martin klusener,Mide 189 cm y pesa 82 kg,23522
gonzalo martin klusener,Su pierna hábil es la izquierda,23523
gonzalo martin klusener,Su posición principal en el club es suplente,23524
gonzalo martin klusener,Es de nacionalidad argentina,23525
gonzalo martin klusener,Su número en el club es 9,23526
gonzalo martin klusener,En la selección juega como no convocado,23527
gonzalo martin klusener,gonzalo martin klusener pertenece al club talleres cordoba,23528
gonzalo martin klusener,gonzalo martin klusener juega con la camiseta número 9,23529
cristian damian trombetta,"cristian damian trombetta juega como lateral izquierdo, defensor central en quilmes",23530
cristian damian trombetta,cristian damian trombetta nació el 1986-10-15,23531
cristian damian trombetta,Mide 193 cm y pesa 82 kg,23532
cristian damian trombetta,Su pierna hábil es la izquierda,23533
cristian damian trombetta,Su posición principal en el club es suplente,23534
cristian damian trombetta,Es de nacionalidad argentina,23535
cristian damian trombetta,Su número en el club es 5,23536
cristian damian trombetta,En la selección juega como no convocado,23537
cristian damian trombetta,cristian damian trombetta pertenece al club quilmes,23538
cristian damian trombetta,cristian damian trombetta juega con la camiseta número 5,23539
patricio elias vidal,"patricio elias vidal juega como extremo derecho, delantero, extremo izquierdo, mediocampista derecho en sarmiento",23540
patricio elias vidal,patricio elias vidal nació el 1992-04-08,23541
patricio elias vidal,Mide 178 cm y pesa 70 kg,23542
patricio elias vidal,Su pierna hábil es la derecha,23543
patricio elias vidal,Su posición principal en el club es suplente,23544
patricio elias vidal,Es de nacionalidad argentina,23545
patricio elias vidal,Su número en el club es 16,23546
patricio elias vidal,En la selección juega como no convocado,23547
patricio elias vidal,patricio elias vidal pertenece al club sarmiento,23548
patricio elias vidal,patricio elias vidal juega con la camiseta número 16,23549
matias escobar,"matias escobar juega como mediocampista defensivo, mediocampista central en quilmes",23550
matias escobar,matias escobar nació el 1982-04-21,23551
matias escobar,Mide 185 cm y pesa 81 kg,23552
matias escobar,Su pierna hábil es la derecha,23553
matias escobar,Su posición principal en el club es suplente,23554
matias escobar,Es de nacionalidad argentina,23555
matias escobar,Su número en el club es 18,23556
matias escobar,En la selección juega como no convocado,23557
matias escobar,matias escobar pertenece al club quilmes,23558
matias escobar,matias escobar juega con la camiseta número 18,23559
oscar matias carniello,"oscar matias carniello juega como lateral derecho, defensor central en atletico rafaela",23560
oscar matias carniello,oscar matias carniello nació el 1988-09-18,23561
oscar matias carniello,Mide 177 cm y pesa 78 kg,23562
oscar matias carniello,Su pierna hábil es la derecha,23563
oscar matias carniello,Su posición principal en el club es lateral derecho,23564
oscar matias carniello,Es de nacionalidad argentina,23565
oscar matias carniello,Su número en el club es 20,23566
oscar matias carniello,En la selección juega como no convocado,23567
oscar matias carniello,oscar matias carniello pertenece al club atletico rafaela,23568
oscar matias carniello,oscar matias carniello juega con la camiseta número 20,23569
jorge luis velazquez,jorge luis velazquez juega como mediocampista izquierdo en belgrano,23570
jorge luis velazquez,jorge luis velazquez nació el 1982-01-07,23571
jorge luis velazquez,Mide 180 cm y pesa 79 kg,23572
jorge luis velazquez,Su pierna hábil es la izquierda,23573
jorge luis velazquez,Su posición principal en el club es suplente,23574
jorge luis velazquez,Es de nacionalidad argentina,23575
jorge luis velazquez,Su número en el club es 19,23576
jorge luis velazquez,En la selección juega como no convocado,23577
jorge luis velazquez,jorge luis velazquez pertenece al club belgrano,23578
jorge luis velazquez,jorge luis velazquez juega con la camiseta número 19,23579
lucas emmanuel perez godoy,lucas emmanuel perez godoy juega como mediocampista central en sarmiento,23580
lucas emmanuel perez godoy,lucas emmanuel perez godoy nació el 1993-06-30,23581
lucas emmanuel perez godoy,Mide 180 cm y pesa 80 kg,23582
lucas emmanuel perez godoy,Su pierna hábil es la izquierda,23583
lucas emmanuel perez godoy,Su posición principal en el club es suplente,23584
lucas emmanuel perez godoy,Es de nacionalidad argentina,23585
lucas emmanuel perez godoy,Su número en el club es 12,23586
lucas emmanuel perez godoy,En la selección juega como no convocado,23587
lucas emmanuel perez godoy,lucas emmanuel perez godoy pertenece al club sarmiento,23588
lucas emmanuel perez godoy,lucas emmanuel perez godoy juega con la camiseta número 12,23589
raul alejandro iberbia,raul alejandro iberbia juega como lateral izquierdo en colon,23590
raul alejandro iberbia,raul alejandro iberbia nació el 1989-12-25,23591
raul alejandro iberbia,Mide 174 cm y pesa 71 kg,23592
raul alejandro iberbia,Su pierna hábil es la izquierda,23593
raul alejandro iberbia,Su posición principal en el club es suplente,23594
raul alejandro iberbia,Es de nacionalidad argentina,23595
raul alejandro iberbia,Su número en el club es 31,23596
raul alejandro iberbia,En la selección juega como no convocado,23597
raul alejandro iberbia,raul alejandro iberbia pertenece al club colon,23598
raul alejandro iberbia,raul alejandro iberbia juega con la camiseta número 31,23599
pablo ezequiel vegetti pfaffen,pablo ezequiel vegetti pfaffen juega como delantero en gimnasia la plata,23600
pablo ezequiel vegetti pfaffen,pablo ezequiel vegetti pfaffen nació el 1988-10-15,23601
pablo ezequiel vegetti pfaffen,Mide 187 cm y pesa 81 kg,23602
pablo ezequiel vegetti pfaffen,Su pierna hábil es la derecha,23603
pablo ezequiel vegetti pfaffen,Su posición principal en el club es suplente,23604
pablo ezequiel vegetti pfaffen,Es de nacionalidad argentina,23605
pablo ezequiel vegetti pfaffen,Su número en el club es 9,23606
pablo ezequiel vegetti pfaffen,En la selección juega como no convocado,23607
pablo ezequiel vegetti pfaffen,pablo ezequiel vegetti pfaffen pertenece al club gimnasia la plata,23608
pablo ezequiel vegetti pfaffen,pablo ezequiel vegetti pfaffen juega con la camiseta número 9,23609
ismael benegas arevalos,ismael benegas arevalos juega como defensor central en quilmes,23610
ismael benegas arevalos,ismael benegas arevalos nació el 1987-08-01,23611
ismael benegas arevalos,Mide 183 cm y pesa 75 kg,23612
ismael benegas arevalos,Su pierna hábil es la derecha,23613
ismael benegas arevalos,Su posición principal en el club es suplente,23614
ismael benegas arevalos,Es de nacionalidad paraguay,23615
ismael benegas arevalos,Su número en el club es 4,23616
ismael benegas arevalos,En la selección juega como no convocado,23617
ismael benegas arevalos,ismael benegas arevalos pertenece al club quilmes,23618
ismael benegas arevalos,ismael benegas arevalos juega con la camiseta número 4,23619
lihue dario prichoda,"lihue dario prichoda juega como mediocampista derecho, mediocampista izquierdo en banfield",23620
lihue dario prichoda,lihue dario prichoda nació el 1989-06-29,23621
lihue dario prichoda,Mide 178 cm y pesa 72 kg,23622
lihue dario prichoda,Su pierna hábil es la derecha,23623
lihue dario prichoda,Su posición principal en el club es reserva,23624
lihue dario prichoda,Es de nacionalidad argentina,23625
lihue dario prichoda,Su número en el club es 7,23626
lihue dario prichoda,En la selección juega como no convocado,23627
lihue dario prichoda,lihue dario prichoda pertenece al club banfield,23628
lihue dario prichoda,lihue dario prichoda juega con la camiseta número 7,23629
roberto sebastian brum gutierrez,"roberto sebastian brum gutierrez juega como mediocampista defensivo, mediocampista central en aldosivi",23630
roberto sebastian brum gutierrez,roberto sebastian brum gutierrez nació el 1983-07-05,23631
roberto sebastian brum gutierrez,Mide 174 cm y pesa 74 kg,23632
roberto sebastian brum gutierrez,Su pierna hábil es la derecha,23633
roberto sebastian brum gutierrez,Su posición principal en el club es mediocampista defensivo izquierdo,23634
roberto sebastian brum gutierrez,Es de nacionalidad uruguay,23635
roberto sebastian brum gutierrez,Su número en el club es 5,23636
roberto sebastian brum gutierrez,En la selección juega como no convocado,23637
roberto sebastian brum gutierrez,roberto sebastian brum gutierrez pertenece al club aldosivi,23638
roberto sebastian brum gutierrez,roberto sebastian brum gutierrez juega con la camiseta número 5,23639
luis ezequiel avila,"luis ezequiel avila juega como mediocampista izquierdo, mediocampista derecho, delantero en san lorenzo",23640
luis ezequiel avila,luis ezequiel avila nació el 1994-02-06,23641
luis ezequiel avila,Mide 178 cm y pesa 81 kg,23642
luis ezequiel avila,Su pierna hábil es la izquierda,23643
luis ezequiel avila,Su posición principal en el club es suplente,23644
luis ezequiel avila,Es de nacionalidad argentina,23645
luis ezequiel avila,Su número en el club es 14,23646
luis ezequiel avila,En la selección juega como no convocado,23647
luis ezequiel avila,luis ezequiel avila pertenece al club san lorenzo,23648
luis ezequiel avila,luis ezequiel avila juega con la camiseta número 14,23649
thomas rodriguez trogsar,thomas rodriguez trogsar juega como mediocampista derecho en banfield,23650
thomas rodriguez trogsar,thomas rodriguez trogsar nació el 1996-04-05,23651
thomas rodriguez trogsar,Mide 183 cm y pesa 76 kg,23652
thomas rodriguez trogsar,Su pierna hábil es la derecha,23653
thomas rodriguez trogsar,Su posición principal en el club es reserva,23654
thomas rodriguez trogsar,Es de nacionalidad argentina,23655
thomas rodriguez trogsar,Su número en el club es 21,23656
thomas rodriguez trogsar,En la selección juega como no convocado,23657
thomas rodriguez trogsar,thomas rodriguez trogsar pertenece al club banfield,23658
thomas rodriguez trogsar,thomas rodriguez trogsar juega con la camiseta número 21,23659
gonzalo ismael bazan,gonzalo ismael bazan juega como mediocampista izquierdo en arsenal de sarandi,23660
gonzalo ismael bazan,gonzalo ismael bazan nació el 1989-05-05,23661
gonzalo ismael bazan,Mide 167 cm y pesa 75 kg,23662
gonzalo ismael bazan,Su pierna hábil es la izquierda,23663
gonzalo ismael bazan,Su posición principal en el club es suplente,23664
gonzalo ismael bazan,Es de nacionalidad argentina,23665
gonzalo ismael bazan,Su número en el club es 28,23666
gonzalo ismael bazan,En la selección juega como no convocado,23667
gonzalo ismael bazan,gonzalo ismael bazan pertenece al club arsenal de sarandi,23668
gonzalo ismael bazan,gonzalo ismael bazan juega con la camiseta número 28,23669
gaston ezequiel bottino,"gaston ezequiel bottino juega como lateral derecho, mediocampista derecho en quilmes",23670
gaston ezequiel bottino,gaston ezequiel bottino nació el 1986-06-26,23671
gaston ezequiel bottino,Mide 184 cm y pesa 80 kg,23672
gaston ezequiel bottino,Su pierna hábil es la derecha,23673
gaston ezequiel bottino,Su posición principal en el club es suplente,23674
gaston ezequiel bottino,Es de nacionalidad argentina,23675
gaston ezequiel bottino,Su número en el club es 14,23676
gaston ezequiel bottino,En la selección juega como no convocado,23677
gaston ezequiel bottino,gaston ezequiel bottino pertenece al club quilmes,23678
gaston ezequiel bottino,gaston ezequiel bottino juega con la camiseta número 14,23679
jose alejandro mendez,jose alejandro mendez juega como mediocampista derecho en atletico tucuman,23680
jose alejandro mendez,jose alejandro mendez nació el 1993-03-28,23681
jose alejandro mendez,Mide 171 cm y pesa 68 kg,23682
jose alejandro mendez,Su pierna hábil es la derecha,23683
jose alejandro mendez,Su posición principal en el club es suplente,23684
jose alejandro mendez,Es de nacionalidad argentina,23685
jose alejandro mendez,Su número en el club es 28,23686
jose alejandro mendez,En la selección juega como no convocado,23687
jose alejandro mendez,jose alejandro mendez pertenece al club atletico tucuman,23688
jose alejandro mendez,jose alejandro mendez juega con la camiseta número 28,23689
walter alejandro busse,"walter alejandro busse juega como mediocampista central, mediocampista defensivo en sarmiento",23690
walter alejandro busse,walter alejandro busse nació el 1987-02-01,23691
walter alejandro busse,Mide 168 cm y pesa 69 kg,23692
walter alejandro busse,Su pierna hábil es la derecha,23693
walter alejandro busse,Su posición principal en el club es mediocampista defensivo derecho,23694
walter alejandro busse,Es de nacionalidad argentina,23695
walter alejandro busse,Su número en el club es 8,23696
walter alejandro busse,En la selección juega como no convocado,23697
walter alejandro busse,walter alejandro busse pertenece al club sarmiento,23698
walter alejandro busse,walter alejandro busse juega con la camiseta número 8,23699
sergio daniel escudero,"sergio daniel escudero juega como lateral izquierdo, defensor central en quilmes",23700
sergio daniel escudero,sergio daniel escudero nació el 1983-04-12,23701
sergio daniel escudero,Mide 193 cm y pesa 82 kg,23702
sergio daniel escudero,Su pierna hábil es la izquierda,23703
sergio daniel escudero,Su posición principal en el club es suplente,23704
sergio daniel escudero,Es de nacionalidad argentina,23705
sergio daniel escudero,Su número en el club es 6,23706
sergio daniel escudero,En la selección juega como no convocado,23707
sergio daniel escudero,sergio daniel escudero pertenece al club quilmes,23708
sergio daniel escudero,sergio daniel escudero juega con la camiseta número 6,23709
eros medaglia,eros medaglia juega como lateral derecho en atletico rafaela,23710
eros medaglia,eros medaglia nació el 1994-09-07,23711
eros medaglia,Mide 175 cm y pesa 70 kg,23712
eros medaglia,Su pierna hábil es la derecha,23713
eros medaglia,Su posición principal en el club es suplente,23714
eros medaglia,Es de nacionalidad argentina,23715
eros medaglia,Su número en el club es 4,23716
eros medaglia,En la selección juega como no convocado,23717
eros medaglia,eros medaglia pertenece al club atletico rafaela,23718
eros medaglia,eros medaglia juega con la camiseta número 4,23719
patricio martin matricardi,patricio martin matricardi juega como defensor central en san martin san juan,23720
patricio martin matricardi,patricio martin matricardi nació el 1994-01-07,23721
patricio martin matricardi,Mide 189 cm y pesa 85 kg,23722
patricio martin matricardi,Su pierna hábil es la derecha,23723
patricio martin matricardi,Su posición principal en el club es defensor central izquierdo,23724
patricio martin matricardi,Es de nacionalidad argentina,23725
patricio martin matricardi,Su número en el club es 30,23726
patricio martin matricardi,En la selección juega como no convocado,23727
patricio martin matricardi,patricio martin matricardi pertenece al club san martin san juan,23728
patricio martin matricardi,patricio martin matricardi juega con la camiseta número 30,23729
franco martin lazzaroni,franco martin lazzaroni juega como defensor central en san martin san juan,23730
franco martin lazzaroni,franco martin lazzaroni nació el 1988-02-06,23731
franco martin lazzaroni,Mide 184 cm y pesa 77 kg,23732
franco martin lazzaroni,Su pierna hábil es la izquierda,23733
franco martin lazzaroni,Su posición principal en el club es suplente,23734
franco martin lazzaroni,Es de nacionalidad argentina,23735
franco martin lazzaroni,Su número en el club es 15,23736
franco martin lazzaroni,En la selección juega como no convocado,23737
franco martin lazzaroni,franco martin lazzaroni pertenece al club san martin san juan,23738
franco martin lazzaroni,franco martin lazzaroni juega con la camiseta número 15,23739
emiliano nahuel ellacopulos,"emiliano nahuel ellacopulos juega como mediocampista derecho, mediocampista ofensivo en tigre",23740
emiliano nahuel ellacopulos,emiliano nahuel ellacopulos nació el 1992-01-14,23741
emiliano nahuel ellacopulos,Mide 175 cm y pesa 67 kg,23742
emiliano nahuel ellacopulos,Su pierna hábil es la izquierda,23743
emiliano nahuel ellacopulos,Su posición principal en el club es suplente,23744
emiliano nahuel ellacopulos,Es de nacionalidad argentina,23745
emiliano nahuel ellacopulos,Su número en el club es 17,23746
emiliano nahuel ellacopulos,En la selección juega como no convocado,23747
emiliano nahuel ellacopulos,emiliano nahuel ellacopulos pertenece al club tigre,23748
emiliano nahuel ellacopulos,emiliano nahuel ellacopulos juega con la camiseta número 17,23749
ramiro ezequiel arias,ramiro ezequiel arias juega como lateral izquierdo en aldosivi,23750
ramiro ezequiel arias,ramiro ezequiel arias nació el 1993-01-06,23751
ramiro ezequiel arias,Mide 170 cm y pesa 63 kg,23752
ramiro ezequiel arias,Su pierna hábil es la izquierda,23753
ramiro ezequiel arias,Su posición principal en el club es suplente,23754
ramiro ezequiel arias,Es de nacionalidad argentina,23755
ramiro ezequiel arias,Su número en el club es 13,23756
ramiro ezequiel arias,En la selección juega como no convocado,23757
ramiro ezequiel arias,ramiro ezequiel arias pertenece al club aldosivi,23758
ramiro ezequiel arias,ramiro ezequiel arias juega con la camiseta número 13,23759
guillermo gaston cotugno lima,"guillermo gaston cotugno lima juega como lateral izquierdo, lateral derecho, defensor central en talleres cordoba",23760
guillermo gaston cotugno lima,guillermo gaston cotugno lima nació el 1995-03-12,23761
guillermo gaston cotugno lima,Mide 177 cm y pesa 75 kg,23762
guillermo gaston cotugno lima,Su pierna hábil es la derecha,23763
guillermo gaston cotugno lima,Su posición principal en el club es suplente,23764
guillermo gaston cotugno lima,Es de nacionalidad uruguay,23765
guillermo gaston cotugno lima,Su número en el club es 6,23766
guillermo gaston cotugno lima,En la selección juega como no convocado,23767
guillermo gaston cotugno lima,guillermo gaston cotugno lima pertenece al club talleres cordoba,23768
guillermo gaston cotugno lima,guillermo gaston cotugno lima juega con la camiseta número 6,23769
juan gabriel celaya,juan gabriel celaya juega como defensor central en arsenal de sarandi,23770
juan gabriel celaya,juan gabriel celaya nació el 1992-02-14,23771
juan gabriel celaya,Mide 184 cm y pesa 78 kg,23772
juan gabriel celaya,Su pierna hábil es la izquierda,23773
juan gabriel celaya,Su posición principal en el club es suplente,23774
juan gabriel celaya,Es de nacionalidad argentina,23775
juan gabriel celaya,Su número en el club es 19,23776
juan gabriel celaya,En la selección juega como no convocado,23777
juan gabriel celaya,juan gabriel celaya pertenece al club arsenal de sarandi,23778
juan gabriel celaya,juan gabriel celaya juega con la camiseta número 19,23779
mauro rafael albertengo,mauro rafael albertengo juega como delantero en atletico rafaela,23780
mauro rafael albertengo,mauro rafael albertengo nació el 1990-01-04,23781
mauro rafael albertengo,Mide 186 cm y pesa 78 kg,23782
mauro rafael albertengo,Su pierna hábil es la derecha,23783
mauro rafael albertengo,Su posición principal en el club es suplente,23784
mauro rafael albertengo,Es de nacionalidad argentina,23785
mauro rafael albertengo,Su número en el club es 11,23786
mauro rafael albertengo,En la selección juega como no convocado,23787
mauro rafael albertengo,mauro rafael albertengo pertenece al club atletico rafaela,23788
mauro rafael albertengo,mauro rafael albertengo juega con la camiseta número 11,23789
brian luis mieres,brian luis mieres juega como lateral derecho en san lorenzo,23790
brian luis mieres,brian luis mieres nació el 1995-07-28,23791
brian luis mieres,Mide 172 cm y pesa 71 kg,23792
brian luis mieres,Su pierna hábil es la derecha,23793
brian luis mieres,Su posición principal en el club es reserva,23794
brian luis mieres,Es de nacionalidad argentina,23795
brian luis mieres,Su número en el club es 21,23796
brian luis mieres,En la selección juega como no convocado,23797
brian luis mieres,brian luis mieres pertenece al club san lorenzo,23798
brian luis mieres,brian luis mieres juega con la camiseta número 21,23799
renso perez,"renso perez juega como mediocampista central, mediocampista defensivo, mediocampista derecho en arsenal de sarandi",23800
renso perez,renso perez nació el 1987-12-24,23801
renso perez,Mide 178 cm y pesa 77 kg,23802
renso perez,Su pierna hábil es la derecha,23803
renso perez,Su posición principal en el club es mediocentro izquierdo,23804
renso perez,Es de nacionalidad argentina,23805
renso perez,Su número en el club es 8,23806
renso perez,En la selección juega como no convocado,23807
renso perez,renso perez pertenece al club arsenal de sarandi,23808
renso perez,renso perez juega con la camiseta número 8,23809
luis leandro sosa otermin,"luis leandro sosa otermin juega como mediocampista central, mediocampista izquierdo, mediocampista defensivo en aldosivi",23810
luis leandro sosa otermin,luis leandro sosa otermin nació el 1991-03-18,23811
luis leandro sosa otermin,Mide 177 cm y pesa 70 kg,23812
luis leandro sosa otermin,Su pierna hábil es la izquierda,23813
luis leandro sosa otermin,Su posición principal en el club es mediocampista defensivo derecho,23814
luis leandro sosa otermin,Es de nacionalidad uruguay,23815
luis leandro sosa otermin,Su número en el club es 19,23816
luis leandro sosa otermin,En la selección juega como no convocado,23817
luis leandro sosa otermin,luis leandro sosa otermin pertenece al club aldosivi,23818
luis leandro sosa otermin,luis leandro sosa otermin juega con la camiseta número 19,23819
damian david ledesma,damian david ledesma juega como defensor central en aldosivi,23820
damian david ledesma,damian david ledesma nació el 1982-05-21,23821
damian david ledesma,Mide 186 cm y pesa 79 kg,23822
damian david ledesma,Su pierna hábil es la derecha,23823
damian david ledesma,Su posición principal en el club es suplente,23824
damian david ledesma,Es de nacionalidad argentina,23825
damian david ledesma,Su número en el club es 22,23826
damian david ledesma,En la selección juega como no convocado,23827
damian david ledesma,damian david ledesma pertenece al club aldosivi,23828
damian david ledesma,damian david ledesma juega con la camiseta número 22,23829
joel gustavo acosta,"joel gustavo acosta juega como delantero, mediocampista izquierdo, mediocampista derecho, extremo izquierdo en aldosivi",23830
joel gustavo acosta,joel gustavo acosta nació el 1991-01-16,23831
joel gustavo acosta,Mide 174 cm y pesa 76 kg,23832
joel gustavo acosta,Su pierna hábil es la derecha,23833
joel gustavo acosta,Su posición principal en el club es reserva,23834
joel gustavo acosta,Es de nacionalidad argentina,23835
joel gustavo acosta,Su número en el club es 21,23836
joel gustavo acosta,En la selección juega como no convocado,23837
joel gustavo acosta,joel gustavo acosta pertenece al club aldosivi,23838
joel gustavo acosta,joel gustavo acosta juega con la camiseta número 21,23839
alan maximiliano aguirre,alan maximiliano aguirre juega como lateral derecho en sarmiento,23840
alan maximiliano aguirre,alan maximiliano aguirre nació el 1993-08-13,23841
alan maximiliano aguirre,Mide 182 cm y pesa 80 kg,23842
alan maximiliano aguirre,Su pierna hábil es la derecha,23843
alan maximiliano aguirre,Su posición principal en el club es lateral derecho,23844
alan maximiliano aguirre,Es de nacionalidad argentina,23845
alan maximiliano aguirre,Su número en el club es 19,23846
alan maximiliano aguirre,En la selección juega como no convocado,23847
alan maximiliano aguirre,alan maximiliano aguirre pertenece al club sarmiento,23848
alan maximiliano aguirre,alan maximiliano aguirre juega con la camiseta número 19,23849
sebastian dario navarro,"sebastian dario navarro juega como mediocampista defensivo, mediocampista central en aldosivi",23850
sebastian dario navarro,sebastian dario navarro nació el 1988-02-24,23851
sebastian dario navarro,Mide 177 cm y pesa 73 kg,23852
sebastian dario navarro,Su pierna hábil es la derecha,23853
sebastian dario navarro,Su posición principal en el club es suplente,23854
sebastian dario navarro,Es de nacionalidad argentina,23855
sebastian dario navarro,Su número en el club es 14,23856
sebastian dario navarro,En la selección juega como no convocado,23857
sebastian dario navarro,sebastian dario navarro pertenece al club aldosivi,23858
sebastian dario navarro,sebastian dario navarro juega con la camiseta número 14,23859
wilfredo olivera,wilfredo olivera juega como defensor central en talleres cordoba,23860
wilfredo olivera,wilfredo olivera nació el 1987-05-04,23861
wilfredo olivera,Mide 188 cm y pesa 86 kg,23862
wilfredo olivera,Su pierna hábil es la derecha,23863
wilfredo olivera,Su posición principal en el club es reserva,23864
wilfredo olivera,Es de nacionalidad argentina,23865
wilfredo olivera,Su número en el club es 20,23866
wilfredo olivera,En la selección juega como no convocado,23867
wilfredo olivera,wilfredo olivera pertenece al club talleres cordoba,23868
wilfredo olivera,wilfredo olivera juega con la camiseta número 20,23869
federico jesus flores,federico jesus flores juega como mediocampista derecho en arsenal de sarandi,23870
federico jesus flores,federico jesus flores nació el 1992-05-18,23871
federico jesus flores,Mide 180 cm y pesa 75 kg,23872
federico jesus flores,Su pierna hábil es la derecha,23873
federico jesus flores,Su posición principal en el club es reserva,23874
federico jesus flores,Es de nacionalidad argentina,23875
federico jesus flores,Su número en el club es 26,23876
federico jesus flores,En la selección juega como no convocado,23877
federico jesus flores,federico jesus flores pertenece al club arsenal de sarandi,23878
federico jesus flores,federico jesus flores juega con la camiseta número 26,23879
mauro daniel dalla costa,"mauro daniel dalla costa juega como delantero, mediocampista izquierdo en colon",23880
mauro daniel dalla costa,mauro daniel dalla costa nació el 1993-09-30,23881
mauro daniel dalla costa,Mide 181 cm y pesa 79 kg,23882
mauro daniel dalla costa,Su pierna hábil es la izquierda,23883
mauro daniel dalla costa,Su posición principal en el club es reserva,23884
mauro daniel dalla costa,Es de nacionalidad argentina,23885
mauro daniel dalla costa,Su número en el club es 29,23886
mauro daniel dalla costa,En la selección juega como no convocado,23887
mauro daniel dalla costa,mauro daniel dalla costa pertenece al club colon,23888
mauro daniel dalla costa,mauro daniel dalla costa juega con la camiseta número 29,23889
diego armando montiel,diego armando montiel juega como mediocampista derecho en atletico rafaela,23890
diego armando montiel,diego armando montiel nació el 1996-04-22,23891
diego armando montiel,Mide 169 cm y pesa 70 kg,23892
diego armando montiel,Su pierna hábil es la izquierda,23893
diego armando montiel,Su posición principal en el club es suplente,23894
diego armando montiel,Es de nacionalidad argentina,23895
diego armando montiel,Su número en el club es 13,23896
diego armando montiel,En la selección juega como no convocado,23897
diego armando montiel,diego armando montiel pertenece al club atletico rafaela,23898
diego armando montiel,diego armando montiel juega con la camiseta número 13,23899
salvador sanchez,salvador sanchez juega como defensor central en arsenal de sarandi,23900
salvador sanchez,salvador sanchez nació el 1995-07-31,23901
salvador sanchez,Mide 186 cm y pesa 78 kg,23902
salvador sanchez,Su pierna hábil es la izquierda,23903
salvador sanchez,Su posición principal en el club es reserva,23904
salvador sanchez,Es de nacionalidad argentina,23905
salvador sanchez,Su número en el club es 21,23906
salvador sanchez,En la selección juega como no convocado,23907
salvador sanchez,salvador sanchez pertenece al club arsenal de sarandi,23908
salvador sanchez,salvador sanchez juega con la camiseta número 21,23909
tomas leonides lopez,tomas leonides lopez juega como defensor central en quilmes,23910
